72036 silly lifecycle import-cwd@2.1.0~preinstall: no script for preinstall, continuing
80823 silly install resolve-dir@1.0.1 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/resolve-dir-6039b054
80824 info lifecycle resolve-dir@1.0.1~install: resolve-dir@1.0.1
80825 silly lifecycle resolve-dir@1.0.1~install: no script for install, continuing
80826 silly install findup-sync@2.0.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/findup-sync-a718a2c3
80827 info lifecycle findup-sync@2.0.0~install: findup-sync@2.0.0
80828 silly lifecycle findup-sync@2.0.0~install: no script for install, continuing
80829 silly install matchdep@2.0.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/matchdep-bef4c091
80830 info lifecycle matchdep@2.0.0~install: matchdep@2.0.0
80831 silly lifecycle matchdep@2.0.0~install: no script for install, continuing
80832 silly install findup-sync@3.0.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/findup-sync-cf694f3a
80833 info lifecycle findup-sync@3.0.0~install: findup-sync@3.0.0
80834 silly lifecycle findup-sync@3.0.0~install: no script for install, continuing
80835 silly install liftoff@3.1.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/liftoff-29687678
80836 info lifecycle liftoff@3.1.0~install: liftoff@3.1.0
80837 silly lifecycle liftoff@3.1.0~install: no script for install, continuing
80838 silly install cross-spawn@6.0.5 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/cross-spawn-d05e37d3
80839 info lifecycle cross-spawn@6.0.5~install: cross-spawn@6.0.5
80840 silly lifecycle cross-spawn@6.0.5~install: no script for install, continuing
80841 silly install cross-spawn@6.0.5 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/cross-spawn-d9907fd4
80842 info lifecycle cross-spawn@6.0.5~install: cross-spawn@6.0.5
80843 silly lifecycle cross-spawn@6.0.5~install: no script for install, continuing
80844 silly install which-module@1.0.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/which-module-4a1fc2ee
80845 info lifecycle which-module@1.0.0~install: which-module@1.0.0
80846 silly lifecycle which-module@1.0.0~install: no script for install, continuing
80847 silly install wide-align@1.1.3 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/wide-align-2941910e
80848 info lifecycle wide-align@1.1.3~install: wide-align@1.1.3
80849 silly lifecycle wide-align@1.1.3~install: no script for install, continuing
80850 silly install gauge@2.7.4 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/gauge-dcd24eef
80851 info lifecycle gauge@2.7.4~install: gauge@2.7.4
80852 silly lifecycle gauge@2.7.4~install: no script for install, continuing
80853 silly install npmlog@4.1.2 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/npmlog-7c504c40
80854 info lifecycle npmlog@4.1.2~install: npmlog@4.1.2
80855 silly lifecycle npmlog@4.1.2~install: no script for install, continuing
80856 silly install window-size@0.2.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/window-size-162e0acd
80857 info lifecycle window-size@0.2.0~install: window-size@0.2.0
80858 silly lifecycle window-size@0.2.0~install: no script for install, continuing
80859 silly install wrap-ansi@2.1.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/wrap-ansi-8299beec
80860 info lifecycle wrap-ansi@2.1.0~install: wrap-ansi@2.1.0
80861 silly lifecycle wrap-ansi@2.1.0~install: no script for install, continuing
80862 silly install cliui@3.2.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/cliui-178b498f
80863 info lifecycle cliui@3.2.0~install: cliui@3.2.0
80864 silly lifecycle cliui@3.2.0~install: no script for install, continuing
80865 silly install wrappy@1.0.2 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/wrappy-e23511da
80866 info lifecycle wrappy@1.0.2~install: wrappy@1.0.2
80867 silly lifecycle wrappy@1.0.2~install: no script for install, continuing
80868 silly install once@1.4.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/once-162c6776
80869 info lifecycle once@1.4.0~install: once@1.4.0
80870 silly lifecycle once@1.4.0~install: no script for install, continuing
80871 silly install now-and-later@2.0.1 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/now-and-later-55b3887d
80872 info lifecycle now-and-later@2.0.1~install: now-and-later@2.0.1
80873 silly lifecycle now-and-later@2.0.1~install: no script for install, continuing
80874 silly install vinyl-sourcemap@1.1.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/vinyl-sourcemap-c5a63945
80875 info lifecycle vinyl-sourcemap@1.1.0~install: vinyl-sourcemap@1.1.0
80876 silly lifecycle vinyl-sourcemap@1.1.0~install: no script for install, continuing
80877 silly install end-of-stream@1.4.1 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/end-of-stream-af1b065e
80878 info lifecycle end-of-stream@1.4.1~install: end-of-stream@1.4.1
80879 silly lifecycle end-of-stream@1.4.1~install: no script for install, continuing
80880 silly install pump@2.0.1 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/pump-16ee97c5
80881 info lifecycle pump@2.0.1~install: pump@2.0.1
80882 silly lifecycle pump@2.0.1~install: no script for install, continuing
80883 silly install pump@3.0.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/pump-0e8a29ee
80884 info lifecycle pump@3.0.0~install: pump@3.0.0
80885 silly lifecycle pump@3.0.0~install: no script for install, continuing
80886 silly install get-stream@4.1.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/get-stream-907c83ba
80887 info lifecycle get-stream@4.1.0~install: get-stream@4.1.0
80888 silly lifecycle get-stream@4.1.0~install: no script for install, continuing
80889 silly install execa@1.0.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/execa-017af202
80890 info lifecycle execa@1.0.0~install: execa@1.0.0
80891 silly lifecycle execa@1.0.0~install: no script for install, continuing
80892 silly install duplexify@3.7.1 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/duplexify-3cda4b51
80893 info lifecycle duplexify@3.7.1~install: duplexify@3.7.1
80894 silly lifecycle duplexify@3.7.1~install: no script for install, continuing
80895 silly install pumpify@1.5.1 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/pumpify-6791d5dc
80896 info lifecycle pumpify@1.5.1~install: pumpify@1.5.1
80897 silly lifecycle pumpify@1.5.1~install: no script for install, continuing
80898 silly install pump@3.0.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/pump-cc39adc7
80899 info lifecycle pump@3.0.0~install: pump@3.0.0
80900 silly lifecycle pump@3.0.0~install: no script for install, continuing
80901 silly install get-stream@4.1.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/get-stream-9aa19382
80902 info lifecycle get-stream@4.1.0~install: get-stream@4.1.0
80903 silly lifecycle get-stream@4.1.0~install: no script for install, continuing
80904 silly install execa@1.0.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/execa-8af2dacb
80905 info lifecycle execa@1.0.0~install: execa@1.0.0
80906 silly lifecycle execa@1.0.0~install: no script for install, continuing
80907 silly install bin-version@3.1.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/bin-version-93d66c8a
80908 info lifecycle bin-version@3.1.0~install: bin-version@3.1.0
80909 silly lifecycle bin-version@3.1.0~install: no script for install, continuing
80910 silly install bin-version-check@4.0.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/bin-version-check-df89fb31
80911 info lifecycle bin-version-check@4.0.0~install: bin-version-check@4.0.0
80912 silly lifecycle bin-version-check@4.0.0~install: no script for install, continuing
80913 silly install async-done@1.3.1 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/async-done-53ed3fad
80914 info lifecycle async-done@1.3.1~install: async-done@1.3.1
80915 silly lifecycle async-done@1.3.1~install: no script for install, continuing
80916 silly install glob-watcher@5.0.3 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/glob-watcher-0eae2223
80917 info lifecycle glob-watcher@5.0.3~install: glob-watcher@5.0.3
80918 silly lifecycle glob-watcher@5.0.3~install: no script for install, continuing
80919 silly install async-settle@1.0.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/async-settle-58b6ad3d
80920 info lifecycle async-settle@1.0.0~install: async-settle@1.0.0
80921 silly lifecycle async-settle@1.0.0~install: no script for install, continuing
80922 silly install bach@1.2.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/bach-4c41ddfc
80923 info lifecycle bach@1.2.0~install: bach@1.2.0
80924 silly lifecycle bach@1.2.0~install: no script for install, continuing
80925 silly install undertaker@1.2.1 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/undertaker-00334827
80926 info lifecycle undertaker@1.2.1~install: undertaker@1.2.1
80927 silly lifecycle undertaker@1.2.1~install: no script for install, continuing
80928 silly install inflight@1.0.6 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/inflight-e42b514e
80929 info lifecycle inflight@1.0.6~install: inflight@1.0.6
80930 silly lifecycle inflight@1.0.6~install: no script for install, continuing
80931 silly install glob@7.1.4 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/glob-90a7ba9e
80932 info lifecycle glob@7.1.4~install: glob@7.1.4
80933 silly lifecycle glob@7.1.4~install: no script for install, continuing
80934 silly install true-case-path@1.0.3 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/true-case-path-97e5874c
80935 info lifecycle true-case-path@1.0.3~install: true-case-path@1.0.3
80936 silly lifecycle true-case-path@1.0.3~install: no script for install, continuing
80937 silly install rimraf@2.6.3 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/rimraf-b8128bc3
80938 info lifecycle rimraf@2.6.3~install: rimraf@2.6.3
80939 silly lifecycle rimraf@2.6.3~install: no script for install, continuing
80940 silly install fstream@1.0.12 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/fstream-c7d2ff39
80941 info lifecycle fstream@1.0.12~install: fstream@1.0.12
80942 silly lifecycle fstream@1.0.12~install: no script for install, continuing
80943 silly install tar@2.2.2 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/tar-c5a2ba77
80944 info lifecycle tar@2.2.2~install: tar@2.2.2
80945 silly lifecycle tar@2.2.2~install: no script for install, continuing
80946 silly install node-gyp@3.8.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/node-gyp-d0b052a8
80947 info lifecycle node-gyp@3.8.0~install: node-gyp@3.8.0
80948 silly lifecycle node-gyp@3.8.0~install: no script for install, continuing
80949 silly install globby@8.0.2 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/globby-16efb9fc
80950 info lifecycle globby@8.0.2~install: globby@8.0.2
80951 silly lifecycle globby@8.0.2~install: no script for install, continuing
80952 silly install imagemin@6.1.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/imagemin-4fe011e6
80953 info lifecycle imagemin@6.1.0~install: imagemin@6.1.0
80954 silly lifecycle imagemin@6.1.0~install: no script for install, continuing
80955 silly install globule@1.2.1 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/globule-d9be2dd9
80956 info lifecycle globule@1.2.1~install: globule@1.2.1
80957 silly lifecycle globule@1.2.1~install: no script for install, continuing
80958 silly install gaze@1.1.3 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/gaze-5d99898d
80959 info lifecycle gaze@1.1.3~install: gaze@1.1.3
80960 silly lifecycle gaze@1.1.3~install: no script for install, continuing
80961 silly install globby@6.1.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/globby-cb742fca
80962 info lifecycle globby@6.1.0~install: globby@6.1.0
80963 silly lifecycle globby@6.1.0~install: no script for install, continuing
80964 silly install ws@6.1.4 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/ws-e39d4576
80965 info lifecycle ws@6.1.4~install: ws@6.1.4
80966 silly lifecycle ws@6.1.4~install: no script for install, continuing
80967 silly install xmlhttprequest-ssl@1.5.5 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/xmlhttprequest-ssl-25bbdcb7
80968 info lifecycle xmlhttprequest-ssl@1.5.5~install: xmlhttprequest-ssl@1.5.5
80969 silly lifecycle xmlhttprequest-ssl@1.5.5~install: no script for install, continuing
80970 silly install xtend@4.0.1 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/xtend-fd6bb331
80971 info lifecycle xtend@4.0.1~install: xtend@4.0.1
80972 silly lifecycle xtend@4.0.1~install: no script for install, continuing
80973 silly install through2@2.0.5 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/through2-a42b02ac
80974 info lifecycle through2@2.0.5~install: through2@2.0.5
80975 silly lifecycle through2@2.0.5~install: no script for install, continuing
80976 silly install to-through@2.0.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/to-through-1022fb20
80977 info lifecycle to-through@2.0.0~install: to-through@2.0.0
80978 silly lifecycle to-through@2.0.0~install: no script for install, continuing
80979 silly install through2-filter@3.0.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/through2-filter-a0cfcfa6
80980 info lifecycle through2-filter@3.0.0~install: through2-filter@3.0.0
80981 silly lifecycle through2-filter@3.0.0~install: no script for install, continuing
80982 silly install unique-stream@2.3.1 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/unique-stream-37383a53
80983 info lifecycle unique-stream@2.3.1~install: unique-stream@2.3.1
80984 silly lifecycle unique-stream@2.3.1~install: no script for install, continuing
80985 silly install glob-stream@6.1.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/glob-stream-4b75c025
80986 info lifecycle glob-stream@6.1.0~install: glob-stream@6.1.0
80987 silly lifecycle glob-stream@6.1.0~install: no script for install, continuing
80988 silly install through2-concurrent@2.0.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/through2-concurrent-51b16a21
80989 info lifecycle through2-concurrent@2.0.0~install: through2-concurrent@2.0.0
80990 silly lifecycle through2-concurrent@2.0.0~install: no script for install, continuing
80991 silly install remove-bom-stream@1.2.0 /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.staging/remove-bom-stream-1707772b
